"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/VREditor/TransformGizmo/Main.Main","49","3","1","1","1.596423","0","8"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","44","8","1","19.101494","0","509"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","3","3","1","2.343513","0","3"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","49","12","1","1","5.593425","0","89"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","23","2","1","11.213563","0","292"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","49","23","2","1","11.607322","0","260"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","49","23","1","1","12.027522","0","253"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","49","4","4","1","1.694756","0","6"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","26","4","1","16.535097","0","124"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","49","35","9","1","5.916910","0","184"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","82","2","1","40.776089","0","2897"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","4","1","1","1.429684","0","10"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","49","23","1","1","8.876894","0","256"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","49","35","1","1","13.950746","0","584"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","49","23","1","1","9.123723","0","256"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","49","35","1","1","13.445870","0","597"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","50","1","1","46.518410","0","1064"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","50","1","1","51.582863","0","1223"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","50","1","1","0.000000","0","1223"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","1","1","14.025071","0","433"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","5","1","1","2.421577","0","19"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","48","2","2","20.459126","0","802"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","8","1","1","3.680798","0","39"
"/ControlRig/M_Manip.M_Manip","49","8","1","1","2.985330","0","43"
"/Game/Canvas/M_pen.M_pen","49","3","1","1","1.580997","0","8"
"/Game/Canvas/M_erasor.M_erasor","49","3","1","1","1.626660","0","8"
"/Voxel/Examples/Importers/Chair/VoxelExample_M_Chair.VoxelExample_M_Chair","49","23","1","1","11.645814","0","285"
"/Voxel/Examples/Importers/Chair/VoxelExample_M_Chair_Emissive_Color.VoxelExample_M_Chair_Emissive_Color","49","4","1","1","1.310193","0","13"
"/Voxel/Examples/Importers/Chair/VoxelExample_M_Chair_Emissive_UVs.VoxelExample_M_Chair_Emissive_UVs","49","4","1","1","1.386775","0","13"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","4","1","1","1.116230","0","13"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","1","1","1.503097","0","13"
"/Game/Canvas/M_canvas.M_canvas","49","8","2","2","3.178972","0","24"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","57","8","6","19.105751","0","405"
"/Game/FirstPerson/Maps/level_7/level7_line.level7_line","49","4","1","1","1.286736","0","13"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","6","1","1","1.738274","0","26"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","87","1","1","43.360138","0","3628"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","127","8","1","66.275696","0","6854"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","817","2","1","367.243164","0","80797"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","31","1","1","11.690270","0","397"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","49","21","1","1","5.716167","0","151"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","49","23","1","1","8.829292","0","169"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","49","33","1","1","18.919765","0","299"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","49","23","1","1","8.691551","0","167"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","49","9","1","1","3.044509","0","31"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","49","54","1","1","22.400200","0","937"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","49","23","1","1","9.111210","0","158"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","49","23","1","1","9.026002","0","199"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","49","23","5","1","9.322164","0","142"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","49","23","1","1","9.016809","0","197"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","49","23","1","1","8.911191","0","206"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","49","23","1","1","9.125696","0","197"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","49","23","1","1","8.845568","0","182"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","49","23","1","1","8.841466","0","164"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","49","23","1","1","9.093049","0","221"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","49","23","1","1","9.301637","0","118"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","49","23","1","1","9.099962","0","150"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","49","23","1","1","9.418198","0","182"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","49","23","1","1","9.418683","0","259"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","49","23","1","1","9.167584","0","193"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","49","23","1","1","9.193040","0","233"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","49","23","1","1","9.357167","0","178"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","49","23","1","1","9.017120","0","176"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","49","23","1","1","9.182650","0","167"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","49","23","3","1","9.820137","0","134"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","49","23","5","1","10.116155","0","207"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","49","23","1","1","9.317097","0","221"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","49","23","1","1","8.893896","0","164"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","49","23","1","1","9.007293","0","169"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","49","9","1","1","3.383237","0","38"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","49","72","1","1","28.037577","0","931"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","49","23","1","1","9.181176","0","187"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","49","23","1","1","9.365865","0","208"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","49","9","1","1","3.307303","0","38"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","49","23","1","1","9.528308","0","193"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","49","23","1","1","9.129511","0","216"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","49","23","1","1","9.271502","0","222"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","49","23","1","1","11.436539","0","161"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","49","23","7","1","11.314204","0","185"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","49","23","1","1","9.292889","0","235"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","49","23","1","1","9.426488","0","169"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","49","23","1","1","0.000000","0","285"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","49","23","1","1","9.090619","0","165"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","49","44","1","1","16.592125","0","582"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","49","15","1","1","4.559083","0","92"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","49","23","1","1","9.148088","0","193"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","49","23","1","1","9.252204","0","177"
